UserId;SlideId;Date;Time
5AE7CEDB370C43BAB973985E68150ADA;F1953527AC7A4BB793FC14BB9D2DE249;2014-09-03;12:20:28.747
D894CED73BF0422791607AEB17BA68FC;38FD7DB3E4E54EC1ACBD30F3A55A70F4;2014-09-03;12:25:09.063
D894CED73BF0422791607AEB17BA68FC;A36A9029B83F436EA2B981E519D9A32D;2014-09-03;12:25:24.460
9D7D9693C7DD4BBC899543343112A3AC;DB95DA107DD246CABFB26D0D7554B83F;2014-09-03;12:26:06.153
94723C00908441EDA3FEE88AC0CC04FD;ACE76228B60543B8AC8D4C85033AC7DF;2014-09-03;12:26:42.237
9D7D9693C7DD4BBC899543343112A3AC;7E86A2759B844071A0A32D1FE17B0DF1;2014-09-03;12:29:53.707
9D7D9693C7DD4BBC899543343112A3AC;F3C57AC8D1534E3AA8981668205AFBFC;2014-09-03;12:31:23.370
4763B320191A44EEB3DAD4C18ECDB0F9;D5B59540410F4F6D8F04B5613E264BD5;2014-09-03;12:33:11.067
94723C00908441EDA3FEE88AC0CC04FD;778BD3B0243A423DA1C49230557979FF;2014-09-03;12:36:38.557
C74C05607C954D38A37564B4B821A3A1;4A19ED27B3634F7AA3898388AD3ECBDF;2014-09-03;12:38:28.300
96EAB46F2B904C26B4795324509042BF;FE3A32FB9F614A58A2F4547D4C8FAC77;2014-09-03;12:38:55.310
738218F4ACD4440EB6C7992E368843B1;D8578C7FD7E24CE5A3BEE6E32D9AC63E;2014-09-03;12:41:37.307
D894CED73BF0422791607AEB17BA68FC;F6559650B3AF4E5EBE84941FB21BC2AC;2014-09-03;12:41:45.617
4F0AFBE4F5514D65BB28D8F4FD149EE9;A7A7312524344B5D9F314EF687FC8BCC;2014-09-03;12:45:53.440
F108748654F242428C77072653D4884E;69A2E121E58F4CD082217AFFB7DC796E;2014-09-03;12:46:21.157
1D63124AC9F54AED834878089B209E3B;256FC4264AFE42078778D0F4B0D091DE;2014-09-03;12:47:03.237
F108748654F242428C77072653D4884E;B0F478B3436E430BB23611877DD61864;2014-09-03;12:47:20.837
AD80560499D241F895029876F4114D88;90BCB61E57F04BAA8BC910C9CFD27F58;2014-09-03;12:47:37.577
AD80560499D241F895029876F4114D88;A36A9029B83F436EA2B981E519D9A32D;2014-09-03;12:48:51.763
FE18607AB6564813BC745E45FC460142;DB95DA107DD246CABFB26D0D7554B83F;2014-09-03;12:49:30.203
FE18607AB6564813BC745E45FC460142;7E86A2759B844071A0A32D1FE17B0DF1;2014-09-03;12:53:15.247
AD80560499D241F895029876F4114D88;F1953527AC7A4BB793FC14BB9D2DE249;2014-09-03;12:54:57.790
4F0AFBE4F5514D65BB28D8F4FD149EE9;F6559650B3AF4E5EBE84941FB21BC2AC;2014-09-03;12:55:23.740
94723C00908441EDA3FEE88AC0CC04FD;956A2160CEB644858A94C39DFE364F48;2014-09-03;12:57:31.607
D894CED73BF0422791607AEB17BA68FC;F1953527AC7A4BB793FC14BB9D2DE249;2014-09-03;12:57:33.793
4763B320191A44EEB3DAD4C18ECDB0F9;FE3A32FB9F614A58A2F4547D4C8FAC77;2014-09-03;12:58:01.213
9D7D9693C7DD4BBC899543343112A3AC;754B8DCBE6F644A9AEE69972BEB9AF7C;2014-09-03;13:00:05.613
8DAB6F3046D344D6A8CA6CBAD1AAC6D4;F6559650B3AF4E5EBE84941FB21BC2AC;2014-09-03;13:00:41.663
94723C00908441EDA3FEE88AC0CC04FD;3A14A28FC11D45B3B3A91A3FAC676EE7;2014-09-03;13:01:20.903
9D7D9693C7DD4BBC899543343112A3AC;B591027E9E1341258A4F7A432FBCEA7D;2014-09-03;13:02:31.520
1D63124AC9F54AED834878089B209E3B;C7AF0CFA60CA4B348C0BE1F5658E7919;2014-09-03;13:03:39.197
1D63124AC9F54AED834878089B209E3B;C235A1E367E74DCFA06C4298F8D52CC9;2014-09-03;13:03:44.820
FE18607AB6564813BC745E45FC460142;F3C57AC8D1534E3AA8981668205AFBFC;2014-09-03;13:04:38.637
4F0AFBE4F5514D65BB28D8F4FD149EE9;4A19ED27B3634F7AA3898388AD3ECBDF;2014-09-03;13:05:27.963
A486292B12194072B86255EEE52B5913;69A2E121E58F4CD082217AFFB7DC796E;2014-09-03;13:05:55.307
1F90440B6CBA48238594393E28D9C062;754B8DCBE6F644A9AEE69972BEB9AF7C;2014-09-03;13:06:15.150
8DAB6F3046D344D6A8CA6CBAD1AAC6D4;38FD7DB3E4E54EC1ACBD30F3A55A70F4;2014-09-03;13:06:18.843
A486292B12194072B86255EEE52B5913;AD432C0FE475438190720B55FFD574DB;2014-09-03;13:06:28.613
8DAB6F3046D344D6A8CA6CBAD1AAC6D4;04D61C068A3241A6A47E2AE2D095DEF3;2014-09-03;13:07:44.060
C74C05607C954D38A37564B4B821A3A1;DB95DA107DD246CABFB26D0D7554B83F;2014-09-03;13:10:05.110
AE594AD8246342ACAF5D68E83854B886;38FD7DB3E4E54EC1ACBD30F3A55A70F4;2014-09-03;13:10:10.517
AE594AD8246342ACAF5D68E83854B886;04D61C068A3241A6A47E2AE2D095DEF3;2014-09-03;13:13:51.027
9D7D9693C7DD4BBC899543343112A3AC;4EFBB2FB151E4BDFACE203C2A97DD410;2014-09-03;13:14:08.717
738218F4ACD4440EB6C7992E368843B1;D5B59540410F4F6D8F04B5613E264BD5;2014-09-03;13:15:05.187
A486292B12194072B86255EEE52B5913;ACE76228B60543B8AC8D4C85033AC7DF;2014-09-03;13:16:13.270
C74C05607C954D38A37564B4B821A3A1;7E86A2759B844071A0A32D1FE17B0DF1;2014-09-03;13:16:23.333
A880939092B84CD087D5CCD07BD6BA17;ACE76228B60543B8AC8D4C85033AC7DF;2014-09-03;13:17:51.323
C74C05607C954D38A37564B4B821A3A1;F3C57AC8D1534E3AA8981668205AFBFC;2014-09-03;13:18:07.963
8DAB6F3046D344D6A8CA6CBAD1AAC6D4;2B6E076C461743229BDEC44A1D4F394F;2014-09-03;13:19:50.410
DF3CC429AD0C43E389B6FBD8E6AA0266;956A2160CEB644858A94C39DFE364F48;2014-09-03;13:20:14.817
05200DFFDBD84FAAACB06230C639CAA2;B0F478B3436E430BB23611877DD61864;2014-09-03;13:20:28.547
A880939092B84CD087D5CCD07BD6BA17;778BD3B0243A423DA1C49230557979FF;2014-09-03;13:20:50.297
9D7D9693C7DD4BBC899543343112A3AC;1FAAA541C3F54D779C27D0FA634FB180;2014-09-03;13:21:00.757
8DAB6F3046D344D6A8CA6CBAD1AAC6D4;AD432C0FE475438190720B55FFD574DB;2014-09-03;13:21:00.900
1D63124AC9F54AED834878089B209E3B;32DE768EE7494EE28C0CA75B83A62F58;2014-09-03;13:21:23.307
DF3CC429AD0C43E389B6FBD8E6AA0266;3A14A28FC11D45B3B3A91A3FAC676EE7;2014-09-03;13:21:27.330
A486292B12194072B86255EEE52B5913;778BD3B0243A423DA1C49230557979FF;2014-09-03;13:21:37.933
94723C00908441EDA3FEE88AC0CC04FD;D8578C7FD7E24CE5A3BEE6E32D9AC63E;2014-09-03;13:22:36.423
1F90440B6CBA48238594393E28D9C062;B591027E9E1341258A4F7A432FBCEA7D;2014-09-03;13:26:01.317
9D7D9693C7DD4BBC899543343112A3AC;256FC4264AFE42078778D0F4B0D091DE;2014-09-03;13:34:31.550
B7645EC2829D4AF68C2B6547CA8ED678;90BCB61E57F04BAA8BC910C9CFD27F58;2014-09-03;13:34:59.047
4763B320191A44EEB3DAD4C18ECDB0F9;A7A7312524344B5D9F314EF687FC8BCC;2014-09-03;13:38:20.473
A486292B12194072B86255EEE52B5913;956A2160CEB644858A94C39DFE364F48;2014-09-03;13:39:27.130
B7645EC2829D4AF68C2B6547CA8ED678;A36A9029B83F436EA2B981E519D9A32D;2014-09-03;13:39:42.810
45ADAFF18FCB4F9F9DD8CF2D7F0DD014;90BCB61E57F04BAA8BC910C9CFD27F58;2014-09-03;13:39:59.733
45ADAFF18FCB4F9F9DD8CF2D7F0DD014;A36A9029B83F436EA2B981E519D9A32D;2014-09-03;13:40:35.247
B7645EC2829D4AF68C2B6547CA8ED678;F1953527AC7A4BB793FC14BB9D2DE249;2014-09-03;13:41:08.403
5347CBD25D074DF195EE96DE9C071F37;69A2E121E58F4CD082217AFFB7DC796E;2014-09-03;13:41:30.447
A486292B12194072B86255EEE52B5913;3A14A28FC11D45B3B3A91A3FAC676EE7;2014-09-03;13:41:41.020
5347CBD25D074DF195EE96DE9C071F37;B0F478B3436E430BB23611877DD61864;2014-09-03;13:42:36.377
CB7452D710ED4BFDB5CF3B22439F2EE4;7FB8D0CCB551485B8D0B37993D1B4B08;2014-09-03;13:45:23.373
5347CBD25D074DF195EE96DE9C071F37;7FB8D0CCB551485B8D0B37993D1B4B08;2014-09-03;13:48:08.257
289115C6916F4C49AAD912AE250949A1;69A2E121E58F4CD082217AFFB7DC796E;2014-09-03;13:48:39.493
289115C6916F4C49AAD912AE250949A1;B0F478B3436E430BB23611877DD61864;2014-09-03;13:49:36.917
B53EA82613EC46CFA76866CEDAD9A8B3;90BCB61E57F04BAA8BC910C9CFD27F58;2014-09-03;13:50:22.937
05200DFFDBD84FAAACB06230C639CAA2;7FB8D0CCB551485B8D0B37993D1B4B08;2014-09-03;13:50:44.347
ABD6876E8D24416FA5B6DA17E664CDB8;90BCB61E57F04BAA8BC910C9CFD27F58;2014-09-03;13:54:11.390
A880939092B84CD087D5CCD07BD6BA17;956A2160CEB644858A94C39DFE364F48;2014-09-03;13:57:19.120
4763B320191A44EEB3DAD4C18ECDB0F9;F6559650B3AF4E5EBE84941FB21BC2AC;2014-09-03;13:58:28.763
1767093FB6C94B918A8D179CBE7C98C5;69A2E121E58F4CD082217AFFB7DC796E;2014-09-03;13:59:11.310
1767093FB6C94B918A8D179CBE7C98C5;B0F478B3436E430BB23611877DD61864;2014-09-03;13:59:26.757
